id,objective_id,group_id,comment,issues_raised,created_at,updated_at,discussion_point_id
2325,1,01700205,"Shared and understood",,"2026-01-09 15:23:02","2026-01-12 20:29:27",1
2336,1,01700279,"Shared and understood",,"2026-01-09 15:23:02","2026-01-12 16:34:22",1
2375,1,01700136,"To offer financial and non-financial services to the rural economically productive for sustainable wealth creation.",,"2026-01-09 15:23:02","2026-01-13 13:25:22",1
2378,1,01700151,"To offer financial and non-financial services to the rural economic productive population for sustainable wealth creation. The institution is committed to serve the marginalized especially the youth and women.",,"2026-01-09 15:23:02","2026-01-13 08:15:53",1
2386,1,01700200,"To offer financial and non-financial services to the rural economically productive for sustainable wealth creation and cater for the marginalised groups such as women and youth",,"2026-01-09 15:23:03","2026-01-13 08:23:23",1
2398,1,01700101,"To offer financial and non-financial services to the rural economically productive for sustainable wealth creation.",,"2026-01-09 15:23:03","2026-01-14 09:45:04",1
2411,1,01700165,"To offer financial and non-financial services to the rural economically productive for sustainable wealth creation.",,"2026-01-09 15:23:03","2026-01-16 06:34:06",1
2524,1,01800135,"BKL a credit only microfinance whose mission is to provide innovative finacial and none financial services to active population for sustainable wealth creation.Targeting women and youth for financial inclusion",,"2026-01-09 15:23:04","2026-01-12 20:03:17",1
2541,1,01800220,"Shared bkl mission,vision, history and main focus being women and youth.",,"2026-01-09 15:23:04","2026-01-16 09:02:28",1
2549,1,01800066,"Shared bkl vision,mission and our focus on women and the youth.",,"2026-01-09 15:23:05","2026-01-13 19:02:17",1
2552,1,01800101,"Add members",,"2026-01-09 15:23:05","2026-01-12 18:44:25",1
2559,1,01800122,"Shared bkl vision, mission and history of BKL.Focus on women and youth.",,"2026-01-09 15:23:05","2026-01-14 19:29:33",1
2567,1,01800166,"Shared bkl History, mission and vision.
The target clients focusing more on women and youth.",,"2026-01-09 15:23:05","2026-01-13 07:44:09",1
2569,1,01800180,"Shared with the group the BKL vision and mission and our focus on women and youth.",,"2026-01-09 15:23:05","2026-01-13 11:32:36",1
2581,1,01900018,"Well explained",,"2026-01-09 15:23:05","2026-01-12 21:32:49",1
2590,1,01900138,"Explained the mission  and vision
Encouraged the group to always have their own visio",,"2026-01-09 15:23:05","2026-01-14 09:06:32",1
2619,1,01900096,"Explained  well",,"2026-01-09 15:23:05","2026-01-12 19:58:18",1
2640,1,01900204,"The mission  is to offer innovative  financial  an non financial services  to rural  economically  producti e poor  for sustainable  wealth creation",,"2026-01-09 15:23:06","2026-01-15 15:58:55",1
2649,1,01900291,"To offer  innovative  financial  and non financial  services  to rural  economically  productive poor for sustainable  wealth  creation",,"2026-01-09 15:23:06","2026-01-15 16:09:40",1
2652,1,01900295,"To offer innovative financial  and non financial  services  to rural economically  productive poor for sustainable  wealth creation",,"2026-01-09 15:23:06","2026-01-15 16:04:29",1
2956,1,02200146,"The group is composed of a mixture of the youth and aged people,Encouraged them to add more youth in the group",,"2026-01-09 15:23:10","2026-01-13 09:21:52",1
2991,1,02200343,"The group had 7 members in their youth and 3 who had aged",,"2026-01-09 15:23:11","2026-01-13 17:30:15",1
2992,1,02200344,"We explained this to the members and were ready to add more members",,"2026-01-09 15:23:11","2026-01-12 23:06:03",1
3012,1,02200145,"Members appreciated what Bimas has done to them by funding them school fees and biashara loan",,"2026-01-09 15:23:11","2026-01-12 16:44:55",1
3014,1,02200149,"The composition of the members was majorly  women in their youth and afew people above 45years",,"2026-01-09 15:23:11","2026-01-13 06:33:00",1
3016,1,02200155,"This point was well explained to the members and welcomed it",,"2026-01-09 15:23:11","2026-01-12 22:31:44",1
3117,1,02200336,"Well explained",,"2026-01-09 15:23:13","2026-01-15 10:57:13",1
3119,1,02200361,"The group has understood our mission",,"2026-01-09 15:23:13","2026-01-13 09:36:30",1
3148,1,02200253,"Meet two groups at the same time
Wendo muhutune-253- 8 members
Muhutune investment-279- 4 members 
Mission  well explained",,"2026-01-09 15:23:13","2026-01-13 13:06:50",1
3153,1,02200272,"Shared  and understood",,"2026-01-09 15:23:13","2026-01-14 10:12:01",1
3173,1,00000008,ok,,"2026-01-09 15:23:14","2026-01-12 15:27:20",2
3177,1,00100224,"They appreciated the fact that now we are regulated. BIMAS funding model was well understood at mi-crofianace level",,"2026-01-09 15:23:14","2026-01-14 06:56:19",2
3184,1,00100168,"discussed at length and they appreciated our lending model",,"2026-01-09 15:23:14","2026-01-14 18:18:00",2
3191,1,00100215,"explained the above and addressed the issue of interest which had arised",,"2026-01-09 15:23:14","2026-01-12 17:31:29",2
3210,1,00100278,"trained and brought an understanding that we were not using their saving to  lend. interest rate of the loans was also well captured and our pricing based on the series that client have serviced.",,"2026-01-09 15:23:14","2026-01-14 17:26:18",2
3225,1,00100033,"appreciated the difference between us banks and saccos. Also managed to explain the pricing of our loans as microfinance",,"2026-01-09 15:23:15","2026-01-13 07:11:23",2
3234,1,00100195,"well captured and also they understood the  difference din pricing between saccos and BIMS",,"2026-01-09 15:23:15","2026-01-14 16:39:52",2
3279,1,00100311,"Members taken through the difference in the financial sector banks , sacco and  Bimas  being  a microfinance, it was well understood",,"2026-01-09 15:23:15","2026-01-13 14:44:24",2
3636,1,00500322,done,,"2026-01-09 15:23:20","2026-01-14 12:16:01",2
3644,1,00500353,"do ne",,"2026-01-09 15:23:20","2026-01-14 11:34:37",2
3651,1,00500415,"done and understood",,"2026-01-09 15:23:20","2026-01-13 13:16:32",2
3666,1,00500366,done,,"2026-01-09 15:23:21","2026-01-14 11:28:30",2
3673,1,00500412,"tackled this in relation to the vision.",,"2026-01-09 15:23:21","2026-01-13 12:53:19",2
4173,1,00800024,"the members seems to understand the difference where we all reading in the same page",,"2026-01-09 15:23:28","2026-01-13 17:15:41",2
4176,1,00800039,"Bimas come to where members are",,"2026-01-09 15:23:28","2026-01-12 16:46:43",2
4450,1,01100073,"Explained to the members.",,"2026-01-09 15:23:32","2026-01-14 15:31:02",2
4453,1,01100081,"Explained to the client",,"2026-01-09 15:23:32","2026-01-12 18:21:26",2
4458,1,01100099,"Explained to the clients.",,"2026-01-09 15:23:32","2026-01-15 11:42:18",2
4459,1,01100100,"Explained to the clients",,"2026-01-09 15:23:32","2026-01-14 12:52:33",2
4462,1,01100114,"Explained to the clients.",,"2026-01-09 15:23:32","2026-01-15 13:23:43",2
4464,1,01100122,"Credit provision services, difference between us and banks explained",,"2026-01-09 15:23:32","2026-01-12 17:16:24",2
4465,1,01100123,"Members propose continuing with savings in banks as a collateral back up",,"2026-01-09 15:23:32","2026-01-12 16:32:47",2
4467,1,01100130,"Banks onlend customer deposits unlike us",,"2026-01-09 15:23:32","2026-01-13 08:19:46",2
4471,1,01100141,"Explained to the client",,"2026-01-09 15:23:32","2026-01-12 23:39:28",2
4474,1,01100150,"Explained to the clients.",,"2026-01-09 15:23:32","2026-01-15 12:28:41",2
4475,1,01100155,"Explained to the client.",,"2026-01-09 15:23:32","2026-01-13 16:06:02",2
4476,1,01100156,"Explained to the client.",,"2026-01-09 15:23:32","2026-01-13 14:57:55",2
4478,1,01100160,"Explained to the clients",,"2026-01-09 15:23:33","2026-01-14 11:17:32",2
4481,1,01100021,"Explained to the clients.",,"2026-01-09 15:23:33","2026-01-16 10:48:44",2
4496,1,01100083,"Explained to the clients.",,"2026-01-09 15:23:33","2026-01-15 17:24:45",2
4500,1,01100095,"Explained to the clients",,"2026-01-09 15:23:33","2026-01-14 10:19:56",2
4503,1,01100106,"Explained to the members",,"2026-01-09 15:23:33","2026-01-14 14:40:28",2
4511,1,01100125,"Explained to the clients.",,"2026-01-09 15:23:33","2026-01-16 12:53:27",2
4516,1,01100136,"Explained to the clients.",,"2026-01-09 15:23:33","2026-01-13 11:57:12",2
4517,1,01100139,"Discussed with the group",,"2026-01-09 15:23:33","2026-01-13 19:04:39",2
4520,1,01100145,"discussed with the group",,"2026-01-09 15:23:33","2026-01-13 18:25:31",2
4521,1,01100148,"Banks use deposits, we use borrowed funds.",,"2026-01-09 15:23:33","2026-01-13 16:45:38",2
4522,1,01100151,"Explained to the clients.",,"2026-01-09 15:23:33","2026-01-13 13:56:53",2
4523,1,01100152,"Banks lend deposits",,"2026-01-09 15:23:33","2026-01-13 12:45:02",2
4525,1,01100154,"Explained to the clients.",,"2026-01-09 15:23:33","2026-01-13 10:04:16",2
4526,1,01100158,"Explained to the clients.",,"2026-01-09 15:23:33","2026-01-13 11:31:57",2
4527,1,01100159,"Explained to the clients.",,"2026-01-09 15:23:33","2026-01-13 10:46:06",2
4737,1,01200422,"We are more flexible",,"2026-01-09 15:23:36","2026-01-14 16:47:47",2
5403,1,01600352,"Not aware",,"2026-01-09 15:23:46","2026-01-12 18:18:35",2
5493,1,01700205,"Explained but this on why we are not taking savings i.e. regulation and compliance",,"2026-01-09 15:23:48","2026-01-12 20:31:23",2
5543,1,01700136,"Microfinances bring services nearer unlike banks, banks require tangible collateral for all loans unlike microfinances, open account and be active for six months before funding for banks unlike microfinance",,"2026-01-09 15:23:49","2026-01-13 13:28:02",2
5546,1,01700151,"The banks take savings while we don't, tangible security for all loans in banks while we require household items, banks give loans to their account holder only for six months while we can immediately without account requirements",,"2026-01-09 15:23:49","2026-01-13 08:19:59",2
5554,1,01700200,"Banks fund only account holders for the last six months while we fund immediately, Banks take savings while we don't, Banks require tangible securities for all loans while we require household items",,"2026-01-09 15:23:49","2026-01-13 08:26:19",2
5566,1,01700101,"Banks require a deposit account first Bimas does not require such for funding
Banks require tangible securities for all funding 
One must go to the bank for funding",,"2026-01-09 15:23:49","2026-01-14 09:47:00",2
5579,1,01700165,"Banks require a six months active account
Banks require tangible securities for funding
Banks require clients to visit their offices for most services",,"2026-01-09 15:23:50","2026-01-16 06:35:55",2
5692,1,01800135,"Well appreciated by group members after explaining the differences.",,"2026-01-09 15:23:52","2026-01-12 20:05:38",2
5709,1,01800220,"Explained BKL being a Credit only microfinance and banks mobilizing savings to onlend to thair clients.explain our loaning process.",,"2026-01-09 15:23:52","2026-01-16 09:07:01",2
5717,1,01800066,"Explained BKL as credit only microfinance and therefore not allowed to onlending clients savings.i also explained our loaning process.",,"2026-01-09 15:23:52","2026-01-13 19:04:14",2
5720,1,01800101,"Stated that you are credit only microfinance and therefore not allowed to mobilize savings for onlending.i also explained our lending processes.",,"2026-01-09 15:23:52","2026-01-14 07:55:46",2
5727,1,01800122,"Explained that BKL is a credit only microfinance and therefore not allowed to onlending clients savings.i also explained our loaning process.",,"2026-01-09 15:23:52","2026-01-14 19:32:34",2
5735,1,01800166,"BKL being licensed as a credit only mfi and therefore not allowed to take savings,explained all our products and Credit process .",,"2026-01-09 15:23:53","2026-01-13 07:47:38",2
5737,1,01800180,"Explained the difference between credit only microfinance whose BKL is and ability by banks to mobilize savings for onlending.explained our loaning process and requirements.",,"2026-01-09 15:23:53","2026-01-13 11:35:49",2
5749,1,01900018,"Explained  who we  are,microfinance and differentiated  sacco,banks and us",,"2026-01-09 15:23:53","2026-01-12 21:36:03",2
5758,1,01900138,"Differentiated  between saccos,banks and us",,"2026-01-09 15:23:53","2026-01-14 09:33:35",2
5808,1,01900204,"Banks receives shares or savings us bimas we don't
To get loan in a bank  one must have tangible security, us we giv with household items",,"2026-01-09 15:23:54","2026-01-15 16:00:54",2
5817,1,01900291,"1.Banks receives  savings whereas  bimas don't.
2.banks request for  tangible security  to access loans  whereas  bimas  request for household  items",,"2026-01-09 15:23:54","2026-01-15 16:11:10",2
5820,1,01900295,"Banks  takes savings whereas  bimas  don't
Banks required you have a tangible  security  for any loan whereas  bimas  you need household  items",,"2026-01-09 15:23:54","2026-01-15 16:43:35",2
6124,1,02200146,"The members appreciated what Bimas is able to do to them",,"2026-01-09 15:23:59","2026-01-13 09:22:55",2
6159,1,02200343,"The members appreciated the existing difference between us and the banks",,"2026-01-09 15:24:00","2026-01-13 17:32:50",2
6160,1,02200344,"The members understood the explanation",,"2026-01-09 15:24:00","2026-01-12 23:06:46",2
6180,1,02200145,"The members appreciated the fact that we go where they are unlike the Banks who rarely do so.They also appreciated the fact that we are flexible and easily reached unlike the Banks.",,"2026-01-09 15:24:00","2026-01-12 16:49:43",2
6182,1,02200149,"The group appreciated the explanation on the credit provision services and the differences that are there between us and the banks.",,"2026-01-09 15:24:00","2026-01-13 06:35:12",2
6184,1,02200155,"The members appreciated the existing differences between us and the banks",,"2026-01-09 15:24:00","2026-01-12 22:33:12",2
6285,1,02200336,"Small loans fkr bimas without logbook",,"2026-01-09 15:24:02","2026-01-15 10:57:34",2
6287,1,02200361,"Easier to get loans",,"2026-01-09 15:24:02","2026-01-13 09:36:59",2
6316,1,02200253,"Turn around is better but our interest is high",,"2026-01-09 15:24:03","2026-01-13 13:11:32",2
6321,1,02200272,"Easier to get loans",,"2026-01-09 15:24:03","2026-01-14 10:12:23",2
6341,2,00000008,ok,,"2026-01-09 15:24:03","2026-01-12 15:27:26",3
6345,2,00100224,"took the member through the advantages of BIMAS being regulated by the CBK which also gave them confidence",,"2026-01-09 15:24:03","2026-01-14 06:57:51",3
6352,2,00100168,"well  noted the advantages to the clients and also the institution of being regulated by  CBK",,"2026-01-09 15:24:03","2026-01-14 18:19:43",3
6359,2,00100215,"Explained to them the journey that we have took plus the trainings in 2023 in preparation of the cbk  requirements and regulation",,"2026-01-09 15:24:03","2026-01-12 17:41:39",3
6378,2,00100278,"noted the advantages of us being regulated to the clients and also to the institution.",,"2026-01-09 15:24:04","2026-01-14 17:28:06",3
6393,2,00100033,"this was well noted, and they appreciated the process of us being regulated.",,"2026-01-09 15:24:04","2026-01-13 07:12:48",3
6402,2,00100195,"members understood the  DCP requirements of not having savings",,"2026-01-09 15:24:04","2026-01-14 16:41:14",3
6447,2,00100311,"Advantages of CBK was explained and members appreciated the move",,"2026-01-09 15:24:05","2026-01-13 14:45:28",3
6804,2,00500322,done,,"2026-01-09 15:24:11","2026-01-14 12:26:02",3
6812,2,00500353,explained,,"2026-01-09 15:24:11","2026-01-14 11:34:43",3
6819,2,00500415,"done comprehensively",,"2026-01-09 15:24:11","2026-01-13 13:16:49",3
6834,2,00500366,explained,,"2026-01-09 15:24:12","2026-01-14 11:28:37",3
6841,2,00500412,"shared the journey since inception to date and changes",,"2026-01-09 15:24:12","2026-01-13 12:54:54",3
7341,2,00800024,"members now undersatnd the effects of the regulation two lafs delivered",,"2026-01-09 15:24:20","2026-01-13 17:16:40",3
7344,2,00800039,"Well explained",,"2026-01-09 15:24:20","2026-01-12 16:50:42",3
7618,2,01100073,"Explained to the members.",,"2026-01-09 15:24:24","2026-01-14 15:31:08",3
7621,2,01100081,"Members happy that savings is no longer a hurdle",,"2026-01-09 15:24:24","2026-01-12 18:22:25",3
7626,2,01100099,"Explained to the clients.",,"2026-01-09 15:24:24","2026-01-15 11:42:23",3
7627,2,01100100,"Explained to the clients.",,"2026-01-09 15:24:24","2026-01-14 12:53:24",3
7630,2,01100114,"Explained to the clients.",,"2026-01-09 15:24:24","2026-01-15 13:23:47",3
7632,2,01100122,"Shared the advantages",,"2026-01-09 15:24:24","2026-01-12 17:49:49",3
7633,2,01100123,"Members understood and propose to continue savings with a bank of their choice. to give savings priority in meetings",,"2026-01-09 15:24:24","2026-01-12 16:44:13",3
7635,2,01100130,"Savings no longer a hurdle. Regulation protects customers",,"2026-01-09 15:24:24","2026-01-13 08:20:30",3
7639,2,01100141,"Explained to the client",,"2026-01-09 15:24:24","2026-01-12 23:39:34",3
7642,2,01100150,"Explained to the clients.",,"2026-01-09 15:24:24","2026-01-15 12:28:46",3
7643,2,01100155,"Explained to the client.",,"2026-01-09 15:24:25","2026-01-13 16:06:33",3
7644,2,01100156,"Explained to the client.",,"2026-01-09 15:24:25","2026-01-13 14:58:21",3
7646,2,01100160,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-14 11:17:39",3
7649,2,01100021,"Shared with the clients.",,"2026-01-09 15:24:25","2026-01-16 10:49:17",3
7664,2,01100083,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-15 17:24:52",3
7668,2,01100095,"Explained to the clients",,"2026-01-09 15:24:25","2026-01-14 10:20:18",3
7671,2,01100106,"Explained to the members...",,"2026-01-09 15:24:25","2026-01-14 14:40:42",3
7679,2,01100125,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-16 12:53:31",3
7684,2,01100136,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-13 11:57:16",3
7685,2,01100139,"Explained to the clients",,"2026-01-09 15:24:25","2026-01-13 19:05:09",3
7688,2,01100145,"Shared with the group",,"2026-01-09 15:24:25","2026-01-13 18:26:02",3
7689,2,01100148,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-13 16:53:06",3
7690,2,01100151,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-13 13:57:15",3
7691,2,01100152,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-13 12:49:19",3
7693,2,01100154,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-13 10:04:30",3
7694,2,01100158,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-13 11:32:06",3
7695,2,01100159,"Explained to the clients.",,"2026-01-09 15:24:25","2026-01-13 10:46:12",3
8571,2,01600352,"Well understood .",,"2026-01-09 15:24:40","2026-01-13 11:33:02",3
8661,2,01700205,"Explained that we are now a fully regulated institution thus recognized by CBK as a lending institution",,"2026-01-09 15:24:41","2026-01-12 20:33:00",3
8711,2,01700136,"The CBK regulates all financial institutions for legal activities.
Ensure consumer protection
Timely response to complaints
Trust in the institution",,"2026-01-09 15:24:42","2026-01-13 13:30:45",3
8714,2,01700151,"Trust
Quick resolution of complaints.
Data protection
Consumer protection",,"2026-01-09 15:24:42","2026-01-13 08:20:40",3
8722,2,01700200,"Consumer protection
Efficient service delivery
Quick complaint resolution",,"2026-01-09 15:24:42","2026-01-13 08:27:29",3
8734,2,01700101,"Creates customer protection from illegal financial operators
Ensures the client's complaints are resolved on time
Ensures the financial service providers offer the right services",,"2026-01-09 15:24:42","2026-01-14 09:49:36",3
8747,2,01700165,"Consumer protection
quick dispute resolution and complaints handling
Transparency to clients
Public trust and reduced chances of institutional collapse",,"2026-01-09 15:24:43","2026-01-16 06:38:47",3
8860,2,01800135,"Well explained and appreciated",,"2026-01-09 15:24:45","2026-01-12 20:07:02",3
8877,2,01800220,"Explained credibility that comes with being regulated by CBK and that it's a requirement that we don't take clients savings",,"2026-01-09 15:24:45","2026-01-16 09:08:41",3
8885,2,01800066,"Cbk regulation on Credit only microfinance not allowed to take clients savings.credibility that comes with being regulated by CBK.",,"2026-01-09 15:24:46","2026-01-13 19:06:37",3
8888,2,01800101,"I explained that CBK doesn't allow credit only microfinance to take savings from clients.The credibility of being regulated.",,"2026-01-09 15:24:46","2026-01-14 07:57:33",3
8895,2,01800122,"BKL is now regulated by CBK which brings credit and confidence to members.",,"2026-01-09 15:24:46","2026-01-14 19:33:53",3
8903,2,01800166,"Explained CBK prohibition on credit only microfinance taking savings from clients and the benefits of being regulated that creates confidence and credibility.",,"2026-01-09 15:24:46","2026-01-13 07:51:10",3
8905,2,01800180,"Shared CBK regulation on savings for credit only microfinance and explained the savings were used for co-guarantee and group cohesion and not for doing Business with BKL.",,"2026-01-09 15:24:46","2026-01-13 11:46:49",3
8917,2,01900018,"Well explained and shared advantages of cbk regulations",,"2026-01-09 15:24:46","2026-01-12 21:38:10",3
8926,2,01900138,"Shared the advantages of Bimas  being regulated
All appreciated",,"2026-01-09 15:24:46","2026-01-14 09:34:20",3
8976,2,01900204,"1.trust
2. Complains  are solve immediately 
3.data protection",,"2026-01-09 15:24:47","2026-01-15 16:01:45",3
8985,2,01900291,"1.data protection
2.consumer protection 
3.solve issues for customers  immediately",,"2026-01-09 15:24:48","2026-01-15 16:12:04",3
8988,2,01900295,Explained,,"2026-01-09 15:24:48","2026-01-15 17:01:52",3
9292,2,02200146,"The members appreciated being part of a regulated institution",,"2026-01-09 15:24:53","2026-01-13 09:24:37",3
9327,2,02200343,"The group appreciated the advantages of being regulated",,"2026-01-09 15:24:54","2026-01-13 17:35:24",3
9328,2,02200344,"The members appreciated  the advanteges of having Bimas regulated",,"2026-01-09 15:24:54","2026-01-12 23:07:24",3
9348,2,02200145,"The members had prior knowledge on the regulation through the officer in charge",,"2026-01-09 15:24:54","2026-01-12 16:57:06",3
9350,2,02200149,"The members were okey with the explanation on the advantages of us being regulated",,"2026-01-09 15:24:55","2026-01-13 06:36:39",3
9352,2,02200155,"This was shared well with the group and was appreciated",,"2026-01-09 15:24:55","2026-01-12 22:33:56",3
9453,2,02200336,"Well explained",,"2026-01-09 15:24:56","2026-01-15 10:57:42",3
9455,2,02200361,"Members understood",,"2026-01-09 15:24:56","2026-01-13 09:37:46",3
9484,2,02200253,"Well explained",,"2026-01-09 15:24:57","2026-01-13 13:25:36",3
9489,2,02200272,"Explained and well understood",,"2026-01-09 15:24:57","2026-01-14 10:12:56",3
9509,2,00000008,ook,,"2026-01-09 15:24:57","2026-01-12 15:27:30",4
9513,2,00100224,"complying of the regulation  and the change that we had made ibn lending due to the above was at length discussed",,"2026-01-09 15:24:57","2026-01-14 06:59:25",4
9520,2,00100168,"The requirement of the DCP not mobilizing saving was well noted to the group members and the steps which we had taken to comply with the same.",,"2026-01-09 15:24:58","2026-01-14 18:21:08",4
9527,2,00100215,"the group was okey since they were waiting for the feedback",,"2026-01-09 15:24:58","2026-01-12 17:42:36",4
9546,2,00100278,"-explanation of the regulatory requirement for bein registered as DCP in relation of saving mobilization was well captured in our discussions",,"2026-01-09 15:24:58","2026-01-14 17:29:43",4
9552,2,00100317,jk,,"2026-01-09 15:24:58","2026-01-12 15:33:03",4
9561,2,00100033,"well explained as to why we were regulated and  also the preparation that we had done for us to comply.",,"2026-01-09 15:24:58","2026-01-13 07:14:23",4
9570,2,00100195,"had a discussion on the same and have an understanding of CBK  requirements",,"2026-01-09 15:24:58","2026-01-14 16:42:24",4
9615,2,00100311,"The reason for compliance  was addressed  and the important  of compliance was understood",,"2026-01-09 15:24:59","2026-01-13 14:46:41",4
9972,2,00500322,done,,"2026-01-09 15:25:07","2026-01-14 12:26:09",4
9980,2,00500353,done,,"2026-01-09 15:25:07","2026-01-14 11:34:49",4
9987,2,00500415,"done at length",,"2026-01-09 15:25:07","2026-01-13 13:17:00",4
10002,2,00500366,done,,"2026-01-09 15:25:07","2026-01-14 11:28:50",4
10009,2,00500412,done,,"2026-01-09 15:25:07","2026-01-13 12:55:39",4
10509,2,00800024,"members now understands why we dont take savings and why the net off",,"2026-01-09 15:25:17","2026-01-13 17:17:35",4
10512,2,00800039,"No comment",,"2026-01-09 15:25:17","2026-01-12 16:48:06",4
10786,2,01100073,"Explained to the members.",,"2026-01-09 15:25:23","2026-01-14 15:32:19",4
10789,2,01100081,"compliance highlighted to the clients",,"2026-01-09 15:25:23","2026-01-12 23:10:22",4
10794,2,01100099,"Explained to the clients.",,"2026-01-09 15:25:23","2026-01-15 11:42:31",4
10795,2,01100100,"Explained to the clients",,"2026-01-09 15:25:23","2026-01-14 12:53:51",4
10798,2,01100114,"Explained to the clients.",,"2026-01-09 15:25:23","2026-01-15 13:24:10",4
